Time_min,T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche,Is_Cleaning
181510,1.2,4476.66,79.56,15,0.41,404.29,72.59,0
181515,1.25,4811.18,80.51,20,0.47,440.76,72.59,0
181520,0.9,4860.66,80.71,25,0.567,445.11,72.64,0
181525,0.85,5256.89,81.98,30,0.568,487.8,72.55,0
181530,1.59,5317.06,82.1,35,0.623,488.2,72.66,0
181535,1.21,4788.04,80.29,40,0.51,429.55,72.39,0
181540,1.51,5170.11,81.67,45,0.604,468.08,72.55,0
181545,1.34,5417.3,82.51,50,0.614,504.43,72.5,0
181550,0.93,4841.62,80.75,55,0.509,440.2,72.62,0
181555,1.09,5039.27,81.36,60,0.561,453.2,72.63,0
181560,0.96,5118.55,81.65,65,0.546,467.47,72.58,0
181565,0.8,4582.31,80.05,70,0.497,412.39,72.71,0
181570,1.38,5266.43,82.11,75,0.594,484.66,72.59,0
181575,1.15,4977.17,81.23,80,0.531,441.8,72.55,0
181580,1.12,4900.55,81.02,85,0.554,441.55,72.55,0
181585,0.69,4931.33,81.18,90,0.548,453.0,72.69,0
181590,0.75,4807.36,80.81,95,0.55,432.48,72.61,0
181595,0.92,4109.09,79.36,100,0.373,375.14,72.71,0
181600,0.87,4661.42,80.14,105,0.496,422.27,72.35,0
181605,1.73,4704.07,80.28,110,0.512,415.99,72.48,0
181610,1.55,5388.73,82.65,115,0.648,504.86,72.61,0
181615,1.13,4482.13,79.91,120,0.42,406.27,72.63,0
181620,0.59,4997.75,81.53,125,0.57,453.56,72.62,0
181625,0.77,5110.58,81.89,130,0.61,466.56,72.66,0
181630,0.67,5267.42,82.44,135,0.612,492.4,72.49,0
181635,1.13,5028.97,81.62,140,0.58,453.5,72.64,0
181640,0.95,4960.31,81.44,145,0.573,452.33,72.62,0
181645,0.67,4651.31,80.54,150,0.515,423.13,72.6,0
181650,0.76,4866.95,81.21,155,0.525,451.67,72.62,0
181655,0.81,4457.31,80.03,160,0.477,400.7,72.58,0
181660,1.15,5253.96,82.45,165,0.645,485.16,72.61,0
181665,0.78,5212.75,82.38,170,0.608,482.2,72.68,0
181670,1.24,5033.56,81.75,175,0.566,455.84,72.61,0
181675,0.84,5068.68,81.93,180,0.605,456.91,72.61,0
181680,1.68,4693.79,80.67,185,0.515,422.99,72.6,0
181685,0.95,4777.27,81.03,190,0.556,435.9,72.63,0
181690,1.41,4868.91,81.28,195,0.547,431.6,72.64,0
181695,1.12,4417.83,80.07,200,0.479,407.2,72.65,0
181700,1.05,4865.24,81.35,205,0.576,437.98,72.56,0
181705,0.93,5013.31,81.86,210,0.636,454.94,72.76,0
181710,1.21,4839.55,81.29,215,0.582,431.71,72.63,0
181715,1.53,4903.8,81.47,220,0.574,442.7,72.6,0
181720,1.34,5322.55,82.89,225,0.681,486.17,72.54,0
181725,1.1,5072.56,82.1,230,0.678,458.64,72.64,0
181730,1.26,4571.55,80.4,235,0.547,407.35,72.58,0
181735,1.41,4404.54,80.04,240,0.43,402.62,72.49,0
181740,1.03,5422.16,83.36,245,0.744,502.4,72.64,0
181745,1.23,4590.77,80.64,250,0.533,420.84,72.63,0
181750,1.41,4993.17,81.9,255,0.601,457.93,72.67,0
181755,1.08,4362.59,80.53,260,0.441,402.5,72.95,0
181760,1.41,4795.28,81.3,265,0.578,426.93,72.6,0
181765,1.42,4629.08,80.8,270,0.518,421.65,72.61,0
181770,0.71,4751.1,81.28,275,0.557,430.68,72.59,0
181775,0.67,4895.27,81.77,280,0.63,450.08,72.63,0
181780,0.91,4430.24,80.4,285,0.489,396.05,72.68,0
181785,1.12,4925.27,81.85,290,0.637,439.14,72.59,0
181790,1.44,4991.61,82.04,295,0.617,447.96,72.67,0
181795,0.96,5294.83,83.15,300,0.69,484.85,72.59,0
181800,0.86,5461.75,83.77,305,0.768,504.74,72.66,0
181805,1.02,5095.21,82.5,310,0.637,455.28,72.59,0
181810,0.93,5092.7,82.52,315,0.647,458.1,72.53,0
181815,1.17,4331.9,80.31,320,0.496,382.12,72.55,0
181820,1.38,5092.55,82.49,325,0.674,450.69,72.62,0
181825,1.5,4941.9,82.0,330,0.609,445.13,72.6,0
181830,1.85,5436.14,83.64,335,0.736,508.13,72.58,0
181835,1.25,4853.86,81.78,340,0.616,437.26,72.64,0
181840,0.56,4865.85,81.93,345,0.609,447.2,72.67,0
181845,1.08,4782.4,81.61,350,0.587,431.42,72.66,0
181850,0.4,5029.52,82.53,355,0.633,458.2,72.64,0
181855,1.53,4693.62,81.31,360,0.584,422.67,72.57,0
181860,1.35,4667.18,80.98,365,0.604,421.14,72.4,0
181865,1.18,5168.26,82.96,370,0.687,462.86,72.55,0
181870,0.79,4825.26,81.88,375,0.61,437.77,72.6,0
181875,1.22,5129.6,82.86,380,0.718,454.51,72.63,0
181880,1.01,5235.59,83.28,385,0.712,479.15,72.58,0
181885,1.14,5066.59,82.69,390,0.64,458.24,72.53,0
181890,1.09,5154.97,83.02,395,0.695,478.87,72.69,0
181895,1.0,4508.68,80.93,400,0.532,406.07,72.61,0
181900,0.97,4818.98,81.94,405,0.6,434.17,72.59,0
181905,0.53,4403.97,80.67,410,0.476,406.49,72.59,0
181910,1.02,4869.87,82.14,415,0.604,436.55,72.59,0
181915,0.88,4818.67,82.01,420,0.638,436.09,72.64,0
181920,1.56,4986.58,82.49,425,0.618,438.05,72.6,0
181925,1.36,4436.35,80.84,430,0.584,399.47,72.62,0
181930,1.26,5467.59,84.26,435,0.796,514.06,72.67,0
181935,1.02,5204.04,83.38,440,0.756,470.01,72.56,0
181940,1.51,4157.42,80.26,445,0.436,378.89,72.46,0
181945,0.91,5250.54,83.6,450,0.726,471.37,72.59,0
181950,0.61,5442.69,84.36,455,0.801,516.58,72.68,0
181955,1.36,4974.54,82.61,460,0.667,450.29,72.54,0
181960,0.88,4912.88,82.49,465,0.656,451.82,72.61,0
181965,1.3,5048.2,82.91,470,0.708,449.86,72.63,0
181970,1.04,5004.12,82.82,475,0.689,449.61,72.63,0
181975,1.25,5358.61,84.06,480,0.778,489.32,72.65,0
181980,1.3,4631.07,81.57,485,0.621,412.71,72.51,0
181985,1.31,4852.28,82.32,490,0.656,439.43,72.62,0
181990,0.82,4199.26,80.46,495,0.473,377.51,72.36,0
181995,1.09,5229.9,83.7,500,0.801,476.99,72.53,0
182000,1.36,5288.15,83.89,505,0.806,481.91,72.58,0
182005,0.89,5241.91,83.81,510,0.744,479.51,72.64,0
182010,0.8,4647.63,81.55,515,0.612,414.36,72.35,0
182015,1.34,5172.71,83.54,520,0.723,466.81,72.53,0
182020,0.85,5209.16,83.76,525,0.737,479.47,72.53,0
182025,1.44,5149.03,83.48,530,0.721,463.69,72.57,0
182030,1.13,4883.25,82.62,535,0.688,438.95,72.72,0
182035,1.25,4763.07,82.22,540,0.658,439.59,72.59,0
182040,0.59,4697.18,82.1,545,0.612,428.2,72.59,0
182045,1.21,4734.76,80.35,0,0.453,430.42,72.61,1
182050,1.26,4648.94,80.09,5,0.436,422.66,72.64,0
182055,0.87,4958.7,81.08,10,0.536,450.86,72.61,0
182060,1.45,4549.95,79.81,15,0.441,416.64,72.68,0
182065,0.92,5047.42,81.4,20,0.503,461.14,72.65,0
182070,1.21,4389.91,79.54,25,0.396,399.34,72.62,0
182075,1.28,5240.81,82.01,30,0.621,486.9,72.59,0
182080,1.61,4368.84,79.51,35,0.369,399.28,72.61,0
182085,1.5,4893.97,80.92,40,0.516,442.62,72.62,0
182090,1.66,4743.32,80.46,45,0.501,439.79,72.51,0
182095,0.89,3927.91,79.05,50,0.341,363.45,72.73,0
182100,1.74,4916.7,81.02,55,0.553,443.7,72.51,0
182105,1.23,4647.33,80.28,60,0.47,429.65,72.57,0
182110,1.06,5133.9,81.83,65,0.595,472.18,72.59,0
182115,1.26,4827.18,80.86,70,0.507,438.13,72.55,0
182120,1.03,4512.34,79.88,75,0.468,408.04,72.51,0
182125,1.6,4570.56,80.08,80,0.488,416.55,72.62,0
182130,0.98,4629.68,80.34,85,0.489,431.14,72.67,0
182135,0.68,4649.19,80.45,90,0.493,426.39,72.66,0
182140,1.26,4716.7,80.61,95,0.447,426.95,72.55,0
182145,1.28,5476.53,83.09,100,0.702,526.8,72.62,0
182150,1.24,5278.31,82.44,105,0.621,503.4,72.62,0
182155,0.86,4826.91,81.05,110,0.508,445.6,72.66,0
182160,0.85,5033.8,81.73,115,0.568,472.68,72.61,0
182165,1.14,5265.24,82.47,120,0.633,489.7,72.61,0
182170,1.07,4700.26,80.69,125,0.557,431.06,72.57,0
182175,0.85,5248.55,82.5,130,0.635,490.23,72.55,0
182180,0.82,4923.14,81.45,135,0.574,454.16,72.62,0
182185,0.81,4708.39,80.79,140,0.52,427.13,72.66,0
182190,1.41,5224.63,82.39,145,0.638,478.71,72.59,0
182195,0.78,4620.25,80.56,150,0.494,427.22,72.59,0
182200,0.95,5011.25,81.79,155,0.55,463.28,72.58,0
182205,0.97,4238.89,79.64,160,0.409,387.73,72.44,0
182210,1.19,4653.0,80.67,165,0.539,424.81,72.63,0
182215,0.98,4657.1,80.72,170,0.541,422.38,72.69,0
182220,1.38,5463.06,83.34,175,0.716,524.81,72.65,0
182225,1.3,5263.47,82.68,180,0.615,489.97,72.6,0
182230,0.6,5103.01,82.26,185,0.665,467.05,72.67,0
182235,1.19,4409.11,80.14,190,0.459,408.56,72.61,0
182240,1.03,5419.56,83.32,195,0.686,524.99,72.64,0
182245,1.25,4399.58,80.65,200,0.484,407.22,73.07,0
182250,0.85,4926.27,81.72,205,0.584,460.91,72.61,0
182255,1.61,4876.85,81.48,210,0.584,445.72,72.57,0
182260,0.79,5405.52,83.39,215,0.721,516.62,72.61,0
182265,1.22,5324.31,83.06,220,0.694,493.1,72.57,0
182270,1.2,4662.82,80.91,225,0.531,430.56,72.55,0
182275,0.99,4761.32,81.26,230,0.54,436.58,72.6,0
182280,1.34,5029.89,82.11,235,0.636,460.95,72.55,0
182285,1.11,4848.41,81.25,240,0.569,437.62,72.33,0
182290,1.27,5023.53,82.14,245,0.631,461.28,72.54,0
182295,0.73,4688.23,81.14,250,0.54,434.89,72.64,0
182300,1.59,5084.25,82.33,255,0.656,459.29,72.58,0
182305,1.22,4885.69,81.75,260,0.599,449.88,72.63,0
182310,0.94,5165.49,82.74,265,0.644,477.58,72.66,0
182315,0.31,5136.02,82.74,270,0.675,479.93,72.66,0
182320,0.79,5300.02,83.26,275,0.66,497.83,72.53,0
182325,0.76,4480.6,80.85,280,0.502,418.01,72.8,0
182330,1.17,4981.12,82.16,285,0.607,462.76,72.63,0
182335,1.44,4572.45,80.83,290,0.538,417.52,72.55,0
182340,1.05,5055.77,82.47,295,0.629,460.35,72.6,0
182345,1.23,5111.14,82.65,300,0.695,471.95,72.59,0
182350,0.95,4980.55,82.27,305,0.649,458.65,72.57,0
182355,0.68,4918.28,82.11,310,0.634,453.69,72.58,0
182360,0.86,4973.83,82.29,315,0.652,462.12,72.59,0
182365,1.16,5070.19,82.6,320,0.643,460.41,72.57,0
182370,1.28,4920.62,82.1,325,0.637,451.88,72.56,0
182375,1.52,5364.98,83.61,330,0.724,501.39,72.64,0
182380,1.32,4440.01,80.67,335,0.533,406.21,72.56,0
182385,0.93,5069.39,82.71,340,0.638,470.15,72.62,0
182390,0.99,5067.93,82.71,345,0.689,453.01,72.55,0
182395,1.05,4756.5,81.68,350,0.569,443.91,72.68,0
182400,1.42,4901.88,82.13,355,0.641,443.75,72.64,0
182405,1.36,4250.73,80.4,360,0.486,398.99,72.55,0
182410,1.31,4973.78,82.43,365,0.63,451.27,72.62,0
182415,0.61,4333.76,80.68,370,0.493,399.95,72.62,0
182420,1.27,4921.69,82.3,375,0.636,454.7,72.59,0
182425,1.19,4763.16,81.8,380,0.617,428.72,72.55,0
182430,0.99,4791.8,81.94,385,0.602,439.88,72.67,0
182435,1.07,4981.86,82.59,390,0.681,459.15,72.6,0
182440,1.07,5085.71,82.96,395,0.707,475.95,72.59,0
182445,1.03,5246.57,83.56,400,0.712,487.8,72.62,0
182450,0.81,4836.48,82.19,405,0.621,444.32,72.54,0
182455,1.3,5448.46,84.28,410,0.794,525.14,72.61,0
182460,1.42,4852.82,82.2,415,0.645,447.0,72.6,0
182465,1.49,4289.76,80.66,420,0.467,393.62,72.61,0
182470,0.99,5130.96,83.25,425,0.728,476.97,72.63,0
182475,1.61,4889.73,82.35,430,0.632,444.57,72.6,0
182480,1.49,5352.61,84.01,435,0.796,502.57,72.61,0
182485,1.29,4111.9,80.41,440,0.478,382.31,72.59,0
182490,1.16,4757.93,82.03,445,0.634,443.25,72.6,0
182495,0.69,5049.7,83.11,450,0.667,466.97,72.56,0
182500,0.68,5267.41,83.91,455,0.751,491.78,72.44,0
182505,1.23,4132.36,80.81,460,0.473,378.02,72.8,0
182510,0.84,4549.23,81.46,465,0.603,415.58,72.65,0
182515,1.19,5346.17,84.19,470,0.774,496.14,72.62,0
182520,1.13,5124.87,83.42,475,0.727,470.18,72.58,0
182525,1.4,5472.56,84.66,480,0.857,526.37,72.49,0
182530,0.94,5054.32,83.23,485,0.691,468.06,72.63,0
182535,1.58,4626.01,81.47,490,0.595,423.97,72.38,0
182540,1.47,5011.09,83.04,495,0.716,465.78,72.62,0
182545,1.35,5437.56,84.62,500,0.794,517.14,72.7,0
182550,1.17,5458.34,84.75,505,0.86,532.12,72.71,0
182555,1.02,5459.62,84.8,510,0.839,520.17,72.55,0
182560,1.19,5254.57,84.03,515,0.795,480.2,72.68,0
182565,0.87,4864.68,82.71,520,0.684,441.49,72.57,0
182570,0.9,5499.18,85.03,525,0.857,530.74,72.53,0
182575,0.36,4522.25,81.66,530,0.543,421.14,72.54,0
182580,0.77,4927.87,83.01,535,0.693,452.72,72.54,0
182585,1.34,4833.54,82.62,540,0.67,444.05,72.69,0
182590,1.0,4620.96,81.96,545,0.587,421.31,72.58,0
182595,1.05,4653.63,79.97,0,0.477,413.06,72.71,1
182600,0.75,5101.32,81.35,5,0.511,459.57,72.66,0
182605,0.69,4987.19,81.02,10,0.53,445.7,72.61,0
182610,1.53,4929.51,80.77,15,0.575,437.86,72.65,0
182615,0.54,4446.45,79.55,20,0.433,406.51,72.65,0
182620,1.16,5259.57,81.88,25,0.581,472.01,72.63,0
182625,1.69,5430.45,82.38,30,0.656,504.45,72.6,0
182630,0.72,4856.23,80.71,35,0.479,436.61,72.71,0
182635,0.68,5417.44,82.51,40,0.63,513.57,72.6,0
182640,0.7,4576.68,79.86,45,0.456,413.39,72.61,0
182645,0.95,4660.47,80.15,50,0.464,417.8,72.63,0
182650,0.99,4735.07,80.39,55,0.509,424.75,72.59,0
182655,1.3,4424.53,79.29,60,0.42,395.88,72.44,0
182660,1.51,4642.5,80.09,65,0.464,412.83,72.57,0
182665,1.05,4649.47,80.18,70,0.474,420.44,72.68,0
182670,1.32,4427.33,79.49,75,0.449,395.74,72.45,0
182675,1.72,4312.06,79.09,80,0.427,375.8,72.21,0
182680,0.99,4314.89,79.51,85,0.421,386.9,72.59,0
182685,1.19,5032.31,81.4,90,0.562,455.24,72.64,0
182690,1.01,5014.38,81.39,95,0.569,448.59,72.56,0
182695,1.3,4542.04,79.95,100,0.517,412.45,72.59,0
182700,1.26,4813.92,80.77,105,0.514,436.44,72.65,0
182705,0.67,5168.73,81.98,110,0.59,469.89,72.75,0
182710,1.03,5001.91,81.41,115,0.56,454.93,72.6,0
182715,1.34,4749.6,80.62,120,0.508,433.79,72.65,0
182720,1.69,4950.73,81.21,125,0.542,438.92,72.55,0
182725,1.53,4720.96,80.55,130,0.494,418.27,72.55,0
182730,1.11,5450.82,82.95,135,0.707,514.21,72.5,0
182735,0.98,5018.17,81.56,140,0.562,449.54,72.51,0
182740,1.43,4818.83,80.9,145,0.537,431.52,72.57,0
182745,1.36,5169.53,82.04,150,0.584,458.06,72.58,0
182750,1.54,5342.88,82.6,155,0.676,482.27,72.64,0
182755,0.73,5268.32,82.48,160,0.624,489.89,72.6,0
182760,1.14,5078.49,81.82,165,0.586,451.6,72.62,0
182765,1.47,4582.31,79.99,170,0.499,416.97,72.3,0
182770,0.9,5235.89,82.41,175,0.643,472.06,72.58,0
182775,0.82,4515.96,80.18,180,0.467,408.16,72.68,0
182780,1.12,5209.0,82.33,185,0.629,464.08,72.65,0
182785,1.14,5212.59,82.36,190,0.642,472.16,72.58,0
182790,1.1,4724.7,80.82,195,0.504,424.92,72.64,0
182795,1.05,5061.32,81.91,200,0.641,448.18,72.57,0
182800,1.03,5042.91,81.87,205,0.638,458.88,72.71,0
182805,1.18,4876.62,81.34,210,0.593,426.53,72.57,0
182810,1.81,4993.6,81.65,215,0.585,451.46,72.63,0
182815,1.21,5092.52,82.06,220,0.658,452.15,72.68,0
182820,1.05,5499.57,83.47,225,0.724,518.31,72.64,0
182825,1.11,5001.53,81.81,230,0.59,444.22,72.57,0
182830,1.33,4823.13,81.24,235,0.575,431.64,72.58,0
182835,1.25,4539.53,80.4,240,0.535,411.44,72.58,0
182840,1.19,4758.29,81.09,245,0.546,430.04,72.62,0
182845,1.24,5210.59,82.56,250,0.683,475.4,72.66,0
182850,0.84,4971.83,81.85,255,0.583,451.49,72.55,0
182855,0.6,5025.08,82.07,260,0.609,462.86,72.68,0
182860,0.48,5061.93,82.22,265,0.598,449.15,72.61,0
182865,0.68,4723.81,81.13,270,0.566,428.29,72.61,0
182870,1.18,4787.5,81.28,275,0.561,430.17,72.63,0
182875,1.15,4536.82,80.53,280,0.54,411.16,72.61,0
182880,0.41,4794.75,81.43,285,0.563,439.92,72.64,0
182885,0.73,5006.83,82.1,290,0.616,446.41,72.61,0
182890,1.12,4897.5,81.71,295,0.602,439.18,72.6,0
182895,1.55,5076.32,82.25,300,0.669,446.47,72.6,0
182900,0.91,4983.26,82.05,305,0.629,443.2,72.61,0
182905,1.08,4949.28,81.94,310,0.602,434.23,72.65,0
182910,1.12,4807.29,81.49,315,0.59,432.13,72.52,0
182915,1.31,4586.56,80.8,320,0.532,407.4,72.52,0
182920,1.18,5148.57,82.64,325,0.657,461.46,72.57,0
182925,1.48,4499.2,80.55,330,0.514,397.97,72.66,0
182930,0.97,4976.63,82.13,335,0.637,456.01,72.6,0
182935,1.11,5330.16,83.33,340,0.7,494.61,72.56,0
182940,0.81,5047.01,82.42,345,0.661,456.55,72.57,0
182945,1.0,4744.93,81.43,350,0.585,428.75,72.58,0
182950,1.2,4831.7,81.7,355,0.624,425.33,72.64,0
182955,1.22,4789.54,81.58,360,0.545,427.49,72.55,0
182960,0.84,4619.64,81.11,365,0.561,416.2,72.52,0
182965,0.52,4650.08,81.26,370,0.528,423.6,72.61,0
182970,1.08,3951.57,79.75,375,0.425,371.17,72.57,0
182975,1.32,4409.24,80.37,380,0.512,395.88,72.48,0
182980,0.51,5466.89,84.09,385,0.796,516.72,72.6,0
182985,0.99,5068.48,82.65,390,0.687,465.74,72.69,0
182990,0.95,5079.23,82.71,395,0.682,453.38,72.49,0
182995,1.42,5122.49,82.8,400,0.704,453.5,72.57,0
183000,1.59,4866.16,81.94,405,0.652,429.05,72.51,0
183005,0.91,5165.6,83.06,410,0.703,467.25,72.58,0
183010,1.08,5138.22,82.96,415,0.741,464.59,72.55,0
183015,0.98,5373.04,83.82,420,0.772,489.11,72.58,0
183020,0.95,4956.28,82.4,425,0.694,453.02,72.59,0
183025,0.97,5392.72,83.93,430,0.789,508.18,72.57,0
183030,1.2,5248.06,83.4,435,0.738,476.31,72.71,0
183035,0.96,4904.7,82.28,440,0.645,445.24,72.61,0
183040,0.85,4991.92,82.61,445,0.692,453.17,72.62,0
183045,1.7,5203.95,83.23,450,0.766,472.46,72.59,0
183050,1.46,4905.66,82.27,455,0.704,438.47,72.7,0
183055,0.64,4728.33,81.81,460,0.61,428.93,72.66,0
183060,1.27,4760.57,81.86,465,0.61,427.79,72.54,0
183065,0.5,5318.71,83.9,470,0.796,490.66,72.64,0
183070,0.52,5066.16,83.03,475,0.699,454.39,72.57,0
183075,1.08,5032.27,82.85,480,0.692,458.44,72.67,0
183080,0.95,5365.3,84.06,485,0.842,489.63,72.56,0
183085,1.65,4598.22,81.37,490,0.578,414.66,72.62,0
183090,0.63,4732.31,81.75,495,0.647,429.88,72.42,0
183095,1.14,4258.12,80.7,500,0.489,374.24,72.64,0
183100,0.52,5404.45,84.35,505,0.834,512.49,72.56,0
183105,1.2,5460.06,84.47,510,0.818,510.6,72.57,0
183110,1.17,4885.28,82.46,515,0.681,443.16,72.6,0
183115,1.41,4623.49,81.59,520,0.597,417.4,72.53,0
183120,1.08,4289.79,81.18,525,0.564,387.5,72.86,0
183125,0.98,5138.42,83.43,530,0.735,468.73,72.61,0
183130,1.2,4759.52,82.11,535,0.645,430.69,72.64,0
183135,0.68,5263.9,83.96,540,0.761,478.42,72.76,0
183140,1.81,5212.19,83.61,545,0.781,466.21,72.56,0
183145,0.83,5417.81,82.57,0,0.677,524.22,72.67,1
183150,1.87,4963.26,80.98,5,0.478,451.1,72.64,0
183155,0.98,4726.85,80.37,10,0.469,439.4,72.7,0
183160,1.34,4863.85,80.77,15,0.511,444.87,72.57,0
183165,1.45,5386.63,82.44,20,0.622,517.16,72.54,0
183170,1.21,4620.42,80.05,25,0.453,424.06,72.57,0
183175,0.7,5015.04,81.37,30,0.535,463.8,72.56,0
183180,0.95,5306.69,82.3,35,0.598,511.53,72.62,0
183185,0.98,5261.04,82.16,40,0.583,487.18,72.69,0
183190,0.72,4509.68,79.88,45,0.433,407.96,72.65,0
183195,1.0,5041.9,81.49,50,0.551,458.65,72.57,0
183200,0.84,4678.61,80.4,55,0.495,436.73,72.7,0
183205,0.99,4343.2,79.41,60,0.421,401.58,72.41,0
183210,1.0,5327.34,82.48,65,0.615,492.69,72.6,0
183215,1.4,5264.58,82.23,70,0.605,483.49,72.59,0
183220,1.26,5367.75,82.62,75,0.638,511.86,72.64,0
183225,0.61,5206.98,82.19,80,0.597,486.06,72.65,0
183230,1.16,4607.47,80.25,85,0.476,420.39,72.6,0
183235,0.94,4724.69,80.65,90,0.499,432.67,72.51,0
183240,0.65,5396.45,82.88,95,0.64,514.77,72.52,0
183245,1.39,5215.42,82.19,100,0.62,481.68,72.6,0
183250,1.38,4875.9,81.12,105,0.549,441.8,72.6,0
183255,0.96,5172.73,82.14,110,0.587,482.34,72.58,0
183260,1.56,5200.49,82.17,115,0.621,472.98,72.56,0
183265,1.03,4911.36,81.32,120,0.58,445.76,72.58,0
183270,1.12,4578.95,80.31,125,0.456,418.98,72.6,0
183275,1.14,4897.08,81.3,130,0.597,460.85,72.61,0
183280,1.31,4939.84,81.44,135,0.566,451.93,72.58,0
183285,0.73,5043.49,81.86,140,0.578,464.43,72.47,0
183290,1.28,5443.6,83.15,145,0.678,514.67,72.66,0
183295,0.83,4420.62,80.05,150,0.429,413.22,72.65,0
183300,0.89,5474.25,83.36,155,0.705,530.16,72.59,0
183305,1.31,4548.95,80.32,160,0.476,414.9,72.57,0
183310,1.17,5315.93,82.81,165,0.657,503.53,72.57,0
183315,0.94,4580.92,80.49,170,0.494,417.35,72.6,0
183320,0.84,4495.33,80.26,175,0.476,416.92,72.64,0
183325,1.31,5304.37,82.81,180,0.652,501.33,72.63,0
183330,1.17,5393.82,83.16,185,0.662,515.83,72.57,0
183335,1.17,5138.24,82.31,190,0.566,466.61,72.55,0
183340,1.6,5005.14,81.83,195,0.599,456.09,72.56,0
183345,1.14,5227.66,82.65,200,0.621,489.73,72.58,0
183350,0.78,4509.46,80.28,205,0.499,418.41,72.44,0
183355,1.13,5074.24,82.18,210,0.609,464.7,72.6,0
183360,0.9,4861.08,81.53,215,0.557,447.83,72.56,0
183365,1.32,5262.4,82.82,220,0.684,488.32,72.61,0
183370,1.66,5044.44,82.06,225,0.6,461.31,72.57,0
183375,1.66,4427.36,79.93,230,0.457,391.15,72.39,0
183380,0.88,4265.25,79.89,235,0.433,391.84,72.45,0
183385,1.13,4522.85,80.34,240,0.471,412.66,72.42,0
183390,1.15,4678.24,81.03,245,0.52,426.35,72.59,0
183395,1.1,4601.53,80.81,250,0.514,422.09,72.56,0
183400,0.93,4639.91,80.97,255,0.52,431.53,72.59,0
183405,0.96,5386.26,83.47,260,0.669,503.26,72.63,0
183410,1.58,4500.83,80.5,265,0.486,417.51,72.66,0
183415,1.39,4370.76,80.31,270,0.489,410.3,72.51,0
183420,1.1,5274.85,83.13,275,0.695,490.29,72.61,0
183425,1.83,4866.74,81.67,280,0.622,441.47,72.71,0
183430,0.74,5290.65,83.27,285,0.669,502.12,72.69,0
183435,0.88,4930.33,82.04,290,0.603,462.55,72.58,0
183440,0.8,4294.14,80.32,295,0.469,397.75,72.48,0
183445,1.37,5183.84,82.87,300,0.648,473.26,72.64,0
183450,0.88,5320.06,83.44,305,0.717,503.01,72.73,0
183455,0.44,4762.7,81.62,310,0.552,433.31,72.69,0
183460,1.07,5093.84,82.66,315,0.668,473.2,72.61,0
183465,1.04,4979.46,82.3,320,0.649,453.75,72.66,0
183470,1.72,4508.91,80.7,325,0.512,414.2,72.56,0
183475,0.81,4692.87,81.42,330,0.539,432.55,72.79,0
183480,1.36,5351.18,83.59,335,0.746,505.61,72.61,0
183485,1.09,4835.21,81.89,340,0.623,439.64,72.68,0
183490,1.47,4150.79,80.12,345,0.444,382.04,72.58,0
183495,1.54,4876.07,82.0,350,0.592,451.75,72.63,0
183500,1.11,5397.3,83.88,355,0.752,509.54,72.67,0
183505,0.61,5074.85,82.84,360,0.683,466.55,72.58,0
183510,1.16,4519.5,80.95,365,0.526,413.11,72.6,0
183515,1.18,4514.22,81.03,370,0.547,412.53,72.57,0
183520,1.47,5058.7,82.72,375,0.687,458.81,72.58,0
183525,1.15,5160.77,83.14,380,0.706,472.4,72.49,0
183530,0.66,4907.96,82.36,385,0.651,448.18,72.7,0
183535,1.38,4454.8,80.87,390,0.551,416.67,72.67,0
183540,1.27,4691.36,81.6,395,0.581,429.43,72.53,0
183545,1.21,4820.25,82.05,400,0.62,448.43,72.64,0
183550,1.17,4910.57,82.37,405,0.637,448.94,72.49,0
183555,1.31,4476.73,80.99,410,0.571,413.26,72.62,0
183560,1.34,4991.17,82.66,415,0.687,455.32,72.6,0
183565,1.5,5180.71,83.32,420,0.728,463.79,72.58,0
183570,1.22,5415.32,84.22,425,0.781,514.86,72.62,0
183575,1.28,5266.49,83.69,430,0.746,480.62,72.65,0
183580,0.93,4933.08,82.59,435,0.643,457.9,72.66,0
183585,1.19,4943.86,82.61,440,0.648,455.75,72.6,0
183590,1.02,4899.55,82.5,445,0.632,450.55,72.69,0
183595,1.43,5254.92,83.71,450,0.72,490.93,72.51,0
183600,1.4,5252.89,83.72,455,0.749,489.61,72.64,0
183605,0.57,4408.14,81.11,460,0.531,405.45,72.52,0
183610,0.62,5226.62,83.79,465,0.748,489.93,72.56,0
183615,0.83,4511.54,81.33,470,0.552,409.77,72.71,0
183620,1.32,4832.88,82.35,475,0.663,449.16,72.59,0
183625,0.55,4812.28,82.41,480,0.658,453.27,72.67,0
183630,0.36,4502.77,81.42,485,0.565,414.51,72.61,0
183635,1.05,5069.43,83.27,490,0.7,467.78,72.61,0
183640,1.38,4650.36,81.81,495,0.614,418.97,72.59,0
183645,1.05,5223.18,83.86,500,0.765,484.98,72.53,0
183650,1.51,4654.21,81.84,505,0.63,424.88,72.56,0
183655,1.17,4610.67,81.76,510,0.571,429.49,72.6,0
183660,1.71,4364.61,80.93,515,0.557,398.35,72.46,0
183665,0.56,4860.73,82.73,520,0.715,447.2,72.63,0
183670,0.83,5045.81,83.36,525,0.697,474.74,72.6,0
183675,1.1,4435.38,81.35,530,0.549,410.68,72.58,0
183680,1.38,4847.1,82.62,535,0.668,446.93,72.59,0
