T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche
1.21,4957.64,82.52,375.0,0.661,449.97,72.58
1.13,5131.5,83.16,380.0,0.701,469.63,72.59
1.32,4495.21,81.03,385.0,0.572,419.92,72.68
0.47,4905.54,82.51,390.0,0.652,453.09,72.63
1.15,5345.1,83.98,395.0,0.768,512.27,72.65
0.84,4211.06,80.36,400.0,0.473,390.49,72.35
1.19,4759.44,81.98,405.0,0.616,434.53,72.63
1.5,4990.83,82.74,410.0,0.668,456.82,72.52
0.77,4801.53,82.21,415.0,0.61,446.56,72.62
1.12,5157.26,83.42,420.0,0.727,475.66,72.58
1.26,4444.57,80.89,425.0,0.55,411.08,72.38
0.96,4444.25,81.14,430.0,0.557,417.92,72.59
1.15,5115.76,83.33,435.0,0.726,477.59,72.52
1.09,4838.58,82.4,440.0,0.654,443.46,72.59
1.29,5180.93,83.58,445.0,0.742,482.65,72.57
1.41,5144.56,83.46,450.0,0.734,476.52,72.63
1.08,5416.9,84.52,455.0,0.817,525.5,72.57
1.68,5401.47,84.39,460.0,0.824,511.85,72.57
0.88,4699.53,82.05,465.0,0.61,439.12,72.55
1.13,4681.81,81.97,470.0,0.622,434.83,72.73
1.16,5332.55,84.28,475.0,0.784,503.15,72.7
1.0,4594.26,81.73,480.0,0.563,421.12,72.59
0.8,4854.1,82.66,485.0,0.63,447.98,72.63
0.62,5040.72,83.37,490.0,0.703,468.66,72.56
1.47,4533.2,81.53,495.0,0.553,425.03,72.6
1.55,5171.96,83.74,500.0,0.768,476.19,72.66
1.48,4962.55,83.02,505.0,0.707,451.28,72.6
1.03,5191.86,83.93,510.0,0.748,478.37,72.6
0.83,4656.95,82.1,515.0,0.592,430.34,72.58
1.09,4624.09,81.97,520.0,0.616,439.26,72.63
1.28,5353.49,84.56,525.0,0.811,517.19,72.57
0.92,4018.62,80.53,530.0,0.469,374.04,72.49
1.29,5443.69,84.94,535.0,0.849,515.26,72.61
0.56,5390.54,84.88,540.0,0.826,528.46,72.58
0.9,5475.64,85.17,545.0,0.841,525.02,72.68
1.0,5343.92,82.11,5.0,0.599,494.95,72.58
1.32,5100.86,81.32,10.0,0.548,452.03,72.58
0.9,5000.04,81.08,15.0,0.51,439.96,72.61
1.2,4991.07,81.03,20.0,0.558,459.49,72.6
1.27,5102.75,81.39,25.0,0.545,459.21,72.54
1.72,4771.87,80.35,30.0,0.505,431.38,72.64
1.04,5277.62,82.01,35.0,0.583,489.65,72.64
1.48,4721.64,80.26,40.0,0.447,414.88,72.56
1.08,5498.3,82.77,45.0,0.645,516.63,72.63
0.76,5201.7,81.86,50.0,0.592,464.06,72.61
0.5,4580.12,80.0,55.0,0.421,421.65,72.65
1.14,4894.5,80.88,60.0,0.516,435.79,72.64
0.84,5034.05,81.37,65.0,0.534,450.6,72.56
1.14,4741.36,80.45,70.0,0.519,435.6,72.52
0.9,4720.18,80.43,75.0,0.482,424.68,72.64
1.43,4887.96,80.9,80.0,0.549,439.32,72.63
0.77,5148.19,81.81,85.0,0.594,465.56,72.66
1.26,5256.13,82.12,90.0,0.617,468.66,72.56
1.26,5044.76,81.46,95.0,0.57,458.44,72.61
1.2,4738.32,80.37,100.0,0.489,423.45,72.46
0.96,4921.09,81.14,105.0,0.527,446.18,72.71
1.13,5275.15,82.27,110.0,0.67,477.39,72.57
0.86,4252.0,79.43,115.0,0.386,389.88,72.54
0.75,4955.97,81.33,120.0,0.549,452.82,72.57
1.29,4965.82,81.31,125.0,0.562,449.67,72.55
1.3,4801.17,80.82,130.0,0.52,431.76,72.57
0.88,4388.12,79.8,135.0,0.468,398.46,72.65
0.97,4446.21,79.91,140.0,0.452,399.05,72.53
1.12,4678.09,80.52,145.0,0.519,418.58,72.6
0.77,5025.92,81.66,150.0,0.587,453.51,72.52
0.48,4783.81,80.95,155.0,0.541,432.67,72.64
0.71,4768.65,80.9,160.0,0.524,436.65,72.62
1.06,4270.67,79.69,165.0,0.416,387.68,72.62
0.63,5040.74,81.8,170.0,0.589,449.89,72.49
1.24,5329.0,82.69,175.0,0.657,493.43,72.63
1.07,4738.24,80.83,180.0,0.513,427.58,72.56
1.24,5100.05,81.97,185.0,0.621,453.51,72.63
0.7,4606.85,80.51,190.0,0.499,413.49,72.6
1.28,4929.74,81.46,195.0,0.585,443.4,72.6
0.99,4311.64,79.57,200.0,0.461,389.16,72.33
1.42,4813.61,81.11,205.0,0.566,424.83,72.55
1.83,5249.94,82.48,210.0,0.642,477.66,72.6
1.0,4424.97,79.8,215.0,0.485,396.03,72.28
1.55,4347.61,79.94,220.0,0.455,394.46,72.69
1.41,5121.37,82.17,225.0,0.63,458.16,72.52
0.87,5302.01,82.86,230.0,0.675,485.77,72.73
1.38,5463.18,83.36,235.0,0.729,515.03,72.65
1.49,4878.33,81.43,240.0,0.578,438.08,72.63
1.16,5103.55,82.21,245.0,0.658,463.46,72.6
1.05,5095.88,82.22,250.0,0.613,464.97,72.62
1.28,4727.23,81.03,255.0,0.495,435.46,72.62
1.15,5249.85,82.76,260.0,0.694,480.64,72.51
1.53,5302.68,82.9,265.0,0.701,478.0,72.61
0.78,5242.24,82.83,270.0,0.681,471.47,72.58
0.76,5453.23,83.58,275.0,0.753,512.83,72.61
1.43,4255.34,79.92,280.0,0.437,390.0,72.66
0.98,5082.37,82.32,285.0,0.6,467.35,72.5
1.08,5016.57,82.1,290.0,0.629,450.57,72.57
1.31,4963.53,81.92,295.0,0.641,447.62,72.56
1.53,5310.13,83.06,300.0,0.689,489.39,72.57
0.92,5495.88,83.82,305.0,0.756,523.35,72.63
0.88,5318.91,83.23,310.0,0.711,497.3,72.72
1.07,5239.58,82.94,315.0,0.694,475.59,72.65
1.4,4378.33,80.32,320.0,0.477,400.0,72.66
0.96,5188.48,82.82,325.0,0.678,472.44,72.63
1.31,4815.6,81.56,330.0,0.585,428.24,72.57
1.24,4651.19,81.07,335.0,0.557,422.02,72.64
1.75,4693.52,81.16,340.0,0.559,420.03,72.51
0.5,4947.59,82.15,345.0,0.591,441.68,72.6
1.01,4754.31,81.47,350.0,0.555,422.1,72.69
1.35,4816.61,81.65,355.0,0.625,433.31,72.61
1.33,5483.17,83.93,360.0,0.811,525.09,72.5
1.17,5092.76,82.62,365.0,0.654,455.21,72.65
1.36,5355.29,83.51,370.0,0.735,489.03,72.62
1.19,4741.6,81.5,375.0,0.556,433.06,72.6
0.99,4817.84,81.79,380.0,0.599,437.54,72.58
1.15,5139.41,82.85,385.0,0.722,453.61,72.61
1.01,5189.11,83.06,390.0,0.691,468.53,72.65
1.43,4420.51,80.63,395.0,0.483,400.81,72.56
1.14,4979.94,82.37,400.0,0.634,442.61,72.66
1.41,4016.21,79.84,405.0,0.43,357.96,72.52
0.76,5063.2,82.75,410.0,0.68,458.54,72.57
1.08,4929.45,82.27,415.0,0.648,443.78,72.65
1.24,4557.35,80.81,420.0,0.581,402.54,72.48
1.29,4673.39,81.45,425.0,0.579,424.21,72.66
1.16,4825.92,81.98,430.0,0.645,424.29,72.65
1.49,4772.36,81.78,435.0,0.613,426.05,72.6
0.81,4868.76,82.2,440.0,0.625,444.9,72.64
1.34,5072.25,82.84,445.0,0.701,462.17,72.58
1.31,4557.39,81.16,450.0,0.591,406.9,72.64
0.97,4736.64,81.8,455.0,0.622,429.15,72.67
0.81,5354.49,83.97,460.0,0.774,497.55,72.63
1.02,4742.56,81.53,465.0,0.655,410.81,72.26
1.47,5496.89,84.41,470.0,0.823,510.93,72.61
1.02,5237.04,83.57,475.0,0.76,483.94,72.64
1.02,4546.58,81.27,480.0,0.558,408.28,72.57
1.2,5423.34,84.25,485.0,0.825,505.64,72.65
1.19,5162.72,83.34,490.0,0.728,460.81,72.64
0.94,4923.99,82.57,495.0,0.707,443.5,72.63
0.85,4201.56,80.99,500.0,0.519,388.23,72.99
1.05,4739.15,81.98,505.0,0.653,423.96,72.56
1.6,5238.83,83.63,510.0,0.769,476.17,72.59
0.62,5127.55,83.4,515.0,0.776,476.24,72.68
1.08,4928.18,82.66,520.0,0.668,440.28,72.58
1.22,4353.49,81.01,525.0,0.492,401.2,72.65
1.25,4548.13,81.97,530.0,0.585,415.77,73.11
0.91,4674.91,81.89,535.0,0.628,421.7,72.6
1.3,5318.95,84.08,540.0,0.832,497.61,72.54
1.49,4590.57,81.58,545.0,0.632,412.86,72.54
1.2,4838.37,80.54,5.0,0.487,443.89,72.63
1.49,4680.89,80.06,10.0,0.499,417.9,72.57
0.68,4194.7,78.98,15.0,0.353,383.61,72.48
1.01,4161.82,79.1,20.0,0.388,373.53,72.58
1.63,5031.43,81.15,25.0,0.53,461.2,72.7
0.76,4997.58,81.17,30.0,0.544,454.39,72.48
0.69,5062.72,81.4,35.0,0.547,464.04,72.55
1.65,5019.84,81.16,40.0,0.57,449.52,72.55
1.11,4993.38,81.16,45.0,0.545,447.93,72.61
1.04,4860.5,80.78,50.0,0.532,444.25,72.65
1.63,5037.42,81.27,55.0,0.559,447.88,72.6
0.99,4733.96,80.44,60.0,0.458,427.62,72.68
0.68,5428.55,82.7,65.0,0.656,517.09,72.57
0.97,4805.5,80.69,70.0,0.474,437.53,72.56
1.0,5093.96,81.6,75.0,0.575,453.86,72.6
1.03,5167.08,81.84,80.0,0.582,453.25,72.58
0.86,5270.42,82.22,85.0,0.606,485.02,72.55
1.1,5105.58,81.67,90.0,0.595,458.44,72.49
1.2,4859.83,80.91,95.0,0.55,434.75,72.64
0.87,4928.02,81.18,100.0,0.511,443.31,72.59
1.78,4976.5,81.24,105.0,0.547,447.42,72.62
0.55,5318.26,82.52,110.0,0.659,495.67,72.66
1.08,5003.87,81.45,115.0,0.562,454.93,72.68
1.07,5045.07,81.6,120.0,0.575,458.33,72.51
0.84,5202.9,82.15,125.0,0.623,475.46,72.67
1.03,4996.57,81.48,130.0,0.564,457.17,72.65
1.58,5497.63,83.08,135.0,0.699,521.11,72.61
1.14,5402.45,82.84,140.0,0.691,507.65,72.64
0.85,4766.2,80.84,145.0,0.511,430.81,72.57
1.2,4807.34,80.94,150.0,0.507,433.93,72.57
1.37,5100.63,81.86,155.0,0.605,464.64,72.53
1.22,4398.42,80.33,160.0,0.441,396.51,72.99
1.29,4933.18,81.38,165.0,0.545,438.44,72.61
1.07,4993.49,81.62,170.0,0.588,447.31,72.68
1.13,4259.84,79.61,175.0,0.354,391.23,72.61
1.16,5093.4,81.97,180.0,0.612,462.18,72.62
1.43,5185.65,82.25,185.0,0.629,452.65,72.68
0.59,4268.1,79.83,190.0,0.469,387.81,72.6
1.5,4897.05,81.35,195.0,0.583,437.15,72.71
1.23,4798.09,81.09,200.0,0.526,430.09,72.61
0.67,4558.62,80.44,205.0,0.504,419.54,72.56
1.24,5251.38,82.6,210.0,0.654,481.2,72.61
0.83,4891.71,81.49,215.0,0.595,447.77,72.67
1.07,4710.29,80.91,220.0,0.548,430.24,72.54
0.89,4461.15,80.04,225.0,0.452,401.73,72.35
1.08,4566.67,80.51,230.0,0.467,415.8,72.62
1.09,4932.29,81.66,235.0,0.601,456.03,72.66
1.15,5263.43,82.77,240.0,0.696,478.22,72.61
0.88,4184.92,79.96,245.0,0.442,382.29,72.75
0.72,5274.58,82.91,250.0,0.682,487.42,72.64
1.04,5057.3,82.15,255.0,0.648,456.53,72.63
1.55,5093.34,82.22,260.0,0.633,449.34,72.68
1.39,5475.27,83.56,265.0,0.762,517.24,72.59
1.05,4212.35,80.04,270.0,0.469,382.99,72.64
1.36,4500.13,80.43,275.0,0.528,410.8,72.61
1.27,5217.6,82.75,280.0,0.673,464.99,72.61
0.73,4951.44,81.96,285.0,0.573,453.63,72.57
1.07,5160.81,82.63,290.0,0.662,470.99,72.59
1.37,4917.36,81.8,295.0,0.625,445.85,72.6
1.38,5480.61,83.73,300.0,0.749,517.25,72.65
0.97,4962.82,82.04,305.0,0.613,450.52,72.62
1.03,4759.12,81.4,310.0,0.589,433.57,72.61
0.9,5265.85,83.11,315.0,0.731,488.94,72.61
1.43,4860.99,81.71,320.0,0.594,439.14,72.6
0.99,5118.41,82.64,325.0,0.667,461.47,72.6
1.11,5336.22,83.39,330.0,0.701,499.96,72.59
0.88,5295.84,83.3,335.0,0.77,486.94,72.68
1.01,4558.19,80.85,340.0,0.534,405.21,72.53
1.05,5078.72,82.57,345.0,0.681,454.76,72.61
1.3,5281.76,83.25,350.0,0.701,484.84,72.57
1.29,5204.76,83.01,355.0,0.688,458.53,72.59
1.37,4749.84,81.5,360.0,0.588,425.5,72.59
1.14,4839.57,81.84,365.0,0.608,434.33,72.48
1.23,4838.48,81.84,370.0,0.647,439.02,72.58
1.12,4924.29,82.16,375.0,0.626,448.39,72.6
0.82,4682.71,81.43,380.0,0.604,421.89,72.73
0.85,4797.24,81.56,385.0,0.628,433.22,72.39
0.63,5222.31,83.3,390.0,0.742,472.59,72.66
1.19,5219.78,83.23,395.0,0.716,473.0,72.64
0.91,5235.72,83.35,400.0,0.728,462.78,72.72
0.64,5184.91,83.23,405.0,0.753,478.51,72.61
0.62,5388.38,83.97,410.0,0.781,505.34,72.52
1.34,5469.97,84.17,415.0,0.805,508.81,72.61
1.21,4420.98,80.56,420.0,0.513,390.12,72.49
0.93,5134.01,83.09,425.0,0.717,466.15,72.65
1.15,4547.0,81.13,430.0,0.552,415.34,72.56
1.09,4551.89,81.17,435.0,0.557,408.6,72.6
1.01,4669.86,81.58,440.0,0.581,426.62,72.58
0.91,4982.65,82.65,445.0,0.705,453.58,72.61
1.37,4492.37,81.01,450.0,0.528,398.1,72.58
0.6,4841.06,82.25,455.0,0.625,438.72,72.58
1.13,4609.14,81.44,460.0,0.615,417.18,72.62
1.23,4594.85,81.4,465.0,0.579,425.92,72.6
0.9,5180.41,83.44,470.0,0.76,467.57,72.55
1.48,5115.18,83.14,475.0,0.74,461.0,72.65
1.26,4913.22,82.5,480.0,0.669,432.5,72.66
1.05,4901.55,82.51,485.0,0.725,442.18,72.55
0.94,5025.16,82.96,490.0,0.717,463.59,72.64
1.45,5258.08,83.72,495.0,0.778,489.05,72.61
0.97,5037.21,83.04,500.0,0.719,463.63,72.54
0.75,4946.9,82.78,505.0,0.689,447.33,72.59
0.93,5159.59,83.52,510.0,0.738,474.22,72.61
1.14,5069.8,83.19,515.0,0.755,459.02,72.58
1.72,5175.01,83.49,520.0,0.775,469.3,72.63
0.79,5194.63,83.72,525.0,0.78,472.6,72.61
0.8,5462.31,84.72,530.0,0.864,518.56,72.56
1.29,5467.49,84.68,535.0,0.839,517.63,72.66
1.55,4804.55,82.31,540.0,0.626,430.36,72.58
0.67,4586.03,81.72,545.0,0.628,420.13,72.64
1.04,4712.68,80.36,5.0,0.464,435.81,72.65
0.7,5495.32,82.93,10.0,0.603,535.59,72.53
0.99,5210.23,81.96,15.0,0.58,484.11,72.61
1.18,4782.16,80.6,20.0,0.493,443.82,72.57
1.28,4369.07,79.56,25.0,0.425,407.83,72.6
1.36,4680.03,80.31,30.0,0.479,429.48,72.52
1.05,4895.07,80.7,35.0,0.503,442.67,72.4
0.82,4979.1,81.33,40.0,0.541,457.18,72.63
0.77,4412.43,79.42,45.0,0.436,404.36,72.34
0.68,5240.78,82.24,50.0,0.558,497.63,72.53
1.4,4798.33,80.75,55.0,0.545,447.06,72.59
1.18,5327.79,82.5,60.0,0.629,495.83,72.67
1.28,4959.64,81.3,65.0,0.519,454.92,72.51
1.19,5086.1,81.74,70.0,0.549,474.96,72.6
0.96,3845.93,79.3,75.0,0.322,358.89,72.99
0.86,5048.09,81.7,80.0,0.573,470.89,72.59
1.24,4988.2,81.48,85.0,0.61,456.23,72.55
0.95,5348.53,82.73,90.0,0.645,505.4,72.56
0.96,4741.32,80.77,95.0,0.521,445.35,72.59
1.29,5405.0,82.91,100.0,0.689,509.37,72.59
1.19,4765.03,80.86,105.0,0.474,438.32,72.58
1.2,4706.6,80.69,110.0,0.494,439.21,72.61
1.07,4742.84,80.84,115.0,0.515,436.79,72.62
1.66,4746.56,80.59,120.0,0.523,433.62,72.37
0.88,5255.69,82.56,125.0,0.625,492.25,72.6
0.66,5401.56,83.11,130.0,0.672,516.61,72.64
1.02,4849.05,81.25,135.0,0.528,454.02,72.64
1.49,5442.5,83.18,140.0,0.72,519.02,72.6
1.2,4812.71,81.15,145.0,0.529,445.54,72.52
1.06,4237.17,79.78,150.0,0.406,394.67,72.52
0.93,4841.45,81.31,155.0,0.528,444.84,72.64
0.94,4581.57,80.52,160.0,0.519,425.57,72.62
1.19,4568.63,80.47,165.0,0.526,431.42,72.57
0.97,4205.51,80.09,170.0,0.397,393.36,72.94
1.04,5255.48,82.75,175.0,0.632,497.26,72.61
0.92,5152.89,82.44,180.0,0.597,478.36,72.58
1.42,5041.24,82.02,185.0,0.591,462.35,72.62
0.68,4566.97,80.61,190.0,0.508,426.06,72.51
1.16,5164.02,82.5,195.0,0.622,474.34,72.6
1.16,5207.32,82.67,200.0,0.684,483.52,72.52
1.1,4648.63,80.87,205.0,0.497,431.9,72.61
0.7,4607.18,80.8,210.0,0.51,415.96,72.61
0.86,4635.34,80.89,215.0,0.532,437.04,72.62
1.34,5252.73,82.88,220.0,0.688,487.75,72.68
1.44,5205.67,82.72,225.0,0.658,483.75,72.58
1.81,5238.88,82.8,230.0,0.666,478.28,72.57
0.72,4844.94,81.65,235.0,0.567,442.6,72.63
1.64,4699.62,81.09,240.0,0.543,435.53,72.6
1.12,4939.93,81.95,245.0,0.597,453.86,72.59
1.43,5104.64,82.48,250.0,0.619,469.79,72.59
0.95,4991.78,82.18,255.0,0.648,461.26,72.57
1.21,5137.5,82.66,260.0,0.669,466.94,72.49
1.7,4924.8,81.9,265.0,0.632,451.13,72.69
1.46,4776.54,81.45,270.0,0.551,438.59,72.6
1.52,5387.62,83.54,275.0,0.663,512.21,72.59
0.63,4981.05,82.29,280.0,0.62,459.53,72.57
1.53,5145.8,82.74,285.0,0.66,469.86,72.59
1.07,4857.61,81.85,290.0,0.595,450.94,72.55
1.51,5257.11,83.17,295.0,0.748,494.24,72.69
1.25,5428.98,83.84,300.0,0.739,516.31,72.61
0.97,5175.78,83.0,305.0,0.683,473.56,72.54
0.78,3840.69,79.68,310.0,0.353,352.5,72.65
1.15,5103.54,82.77,315.0,0.667,472.52,72.55
1.14,5224.11,83.21,320.0,0.685,489.14,72.61
1.26,5305.35,83.5,325.0,0.747,499.52,72.56
1.2,4778.95,81.73,330.0,0.585,445.48,72.54
1.25,4494.72,80.84,335.0,0.524,417.52,72.59
1.06,5297.4,83.56,340.0,0.731,496.24,72.54
0.71,5180.15,83.22,345.0,0.687,478.56,72.69
0.89,5191.41,83.26,350.0,0.715,480.42,72.56
1.12,5213.72,83.32,355.0,0.691,487.74,72.59
1.66,4529.64,80.98,360.0,0.554,406.59,72.53
1.28,4698.27,81.37,365.0,0.603,424.68,72.4
1.06,4692.26,81.61,370.0,0.575,436.63,72.61
1.18,4888.63,82.27,375.0,0.665,449.56,72.58
1.31,4976.88,82.57,380.0,0.649,455.15,72.56
0.37,4804.56,82.13,385.0,0.62,456.71,72.63
1.04,4182.32,80.47,390.0,0.46,386.43,72.53
1.21,4860.43,82.25,395.0,0.608,440.11,72.56
0.74,4706.96,81.81,400.0,0.638,437.81,72.56
1.19,5066.4,82.99,405.0,0.691,463.71,72.63
1.59,5041.87,82.87,410.0,0.647,463.35,72.64
0.66,5145.86,83.39,415.0,0.73,477.57,72.57
1.49,4472.66,81.07,420.0,0.529,415.64,72.67
1.46,4747.5,81.95,425.0,0.648,441.41,72.63
0.78,5223.62,83.71,430.0,0.731,493.5,72.58
1.41,4680.71,81.77,435.0,0.575,430.67,72.62
1.71,5475.01,84.53,440.0,0.804,525.61,72.51
0.95,4828.48,82.36,445.0,0.619,448.33,72.61
0.76,5010.51,83.04,450.0,0.704,460.43,72.55
1.32,5380.63,84.3,455.0,0.798,505.78,72.62
0.63,4884.9,82.66,460.0,0.642,459.36,72.56
1.55,4529.74,81.37,465.0,0.601,410.8,72.57
1.29,4627.44,81.74,470.0,0.595,429.65,72.53
1.15,4712.68,82.06,475.0,0.64,438.92,72.59
1.3,4353.14,80.88,480.0,0.558,402.41,72.42
1.24,5234.38,83.91,485.0,0.785,484.31,72.59
1.58,4743.63,82.16,490.0,0.587,429.13,72.53
1.29,4567.57,81.37,495.0,0.581,428.36,72.44
0.95,4664.08,82.02,500.0,0.637,432.68,72.56
1.53,4850.17,82.59,505.0,0.686,445.07,72.56
0.73,4085.26,80.4,510.0,0.498,381.93,72.34
1.14,5195.65,83.92,515.0,0.775,476.73,72.68
0.82,4511.52,81.6,520.0,0.578,424.0,72.65
1.39,5051.49,83.4,525.0,0.739,467.52,72.57
1.12,5119.21,83.71,530.0,0.761,471.93,72.58
1.06,5367.42,84.65,535.0,0.828,507.6,72.65
1.19,5078.94,83.59,540.0,0.782,462.14,72.62
1.12,5322.1,84.51,545.0,0.789,504.66,72.56
1.18,4500.41,79.6,5.0,0.4,412.72,72.72
0.68,4165.48,79.09,10.0,0.355,377.51,72.68
1.54,4665.2,80.01,15.0,0.498,424.87,72.51
0.87,4750.62,80.35,20.0,0.458,429.33,72.49
1.31,4617.63,79.93,25.0,0.458,417.07,72.65
0.5,4578.15,80.26,30.0,0.469,425.14,72.94
0.84,4662.37,80.15,35.0,0.492,417.62,72.68
0.88,5301.0,82.14,40.0,0.593,482.37,72.6
1.5,5276.22,82.0,45.0,0.618,482.99,72.64
1.05,4573.97,79.92,50.0,0.49,416.51,72.6
1.01,4119.02,78.92,55.0,0.366,379.33,72.38
0.63,4902.81,80.98,60.0,0.558,440.45,72.65
1.21,3897.89,78.8,65.0,0.342,352.59,72.64
0.91,4350.21,79.55,70.0,0.449,394.7,72.68
0.98,5071.29,81.53,75.0,0.537,458.3,72.64
1.01,4628.78,79.87,80.0,0.477,418.36,72.31
1.1,4826.72,80.79,85.0,0.509,434.52,72.63
1.63,4983.95,81.23,90.0,0.54,443.34,72.61
1.19,5102.27,81.67,95.0,0.571,460.09,72.67
1.06,4800.97,80.76,100.0,0.506,438.57,72.61
0.75,4902.24,81.13,105.0,0.559,441.77,72.59
1.13,4904.12,81.11,110.0,0.546,437.51,72.56
0.91,5066.54,81.66,115.0,0.58,455.99,72.53
1.16,5203.52,82.09,120.0,0.623,470.73,72.57
1.28,5257.5,82.27,125.0,0.617,487.3,72.56
1.14,4567.76,79.96,130.0,0.45,411.67,72.4
0.71,5437.02,82.98,135.0,0.671,518.99,72.59
0.94,4683.23,80.55,140.0,0.539,417.57,72.62
0.79,5296.72,82.54,145.0,0.634,487.07,72.59
1.04,4488.7,80.01,150.0,0.477,407.9,72.65
1.16,5094.11,81.86,155.0,0.584,458.75,72.62
0.98,4999.16,81.6,160.0,0.532,450.23,72.55
1.36,5019.97,81.64,165.0,0.622,449.94,72.57
1.52,4665.09,80.54,170.0,0.535,412.93,72.57
1.75,4997.79,81.56,175.0,0.594,449.73,72.57
1.17,4914.21,81.38,180.0,0.55,441.18,72.56
0.66,5398.54,83.06,185.0,0.676,507.06,72.57
1.03,4577.99,80.4,190.0,0.519,411.49,72.61
0.89,4703.27,80.81,195.0,0.512,423.49,72.64
1.18,4463.02,80.12,200.0,0.481,408.12,72.58
1.07,5212.02,82.45,205.0,0.636,475.45,72.54
1.06,4875.02,81.06,210.0,0.581,437.85,72.27
1.0,5163.36,82.34,215.0,0.596,458.65,72.52
1.05,4991.42,81.79,220.0,0.616,450.74,72.54
1.27,4736.77,80.97,225.0,0.553,425.58,72.55
1.38,5052.08,81.98,230.0,0.614,444.92,72.66
1.53,5008.91,81.84,235.0,0.604,451.86,72.67
1.02,4951.31,81.73,240.0,0.586,447.51,72.63
0.21,4953.05,81.86,245.0,0.59,443.06,72.6
0.94,4905.55,81.63,250.0,0.564,459.32,72.65
0.69,4453.41,80.07,255.0,0.519,408.33,72.39
1.19,4845.87,81.44,260.0,0.575,437.96,72.53
1.51,4752.38,81.13,265.0,0.566,420.24,72.59
0.85,4548.02,80.44,270.0,0.496,415.45,72.51
0.6,5102.94,82.41,275.0,0.602,463.38,72.67
1.21,4984.98,81.96,280.0,0.634,447.83,72.64
1.13,5404.85,83.41,285.0,0.725,503.78,72.62
1.52,5388.5,83.31,290.0,0.746,488.39,72.53
0.82,4630.01,80.93,295.0,0.535,420.47,72.54
1.05,4876.74,81.71,300.0,0.608,445.02,72.54
1.74,4964.72,81.92,305.0,0.609,437.32,72.66
1.62,4729.11,81.2,310.0,0.58,419.88,72.57
1.09,4118.78,80.57,315.0,0.444,371.36,73.24
0.99,5195.93,82.85,320.0,0.713,474.96,72.55
1.06,4893.68,81.85,325.0,0.61,435.06,72.56
0.81,4671.39,81.19,330.0,0.538,419.71,72.54
0.82,4832.44,81.72,335.0,0.629,434.35,72.62
1.41,4771.24,81.47,340.0,0.565,433.26,72.53
0.88,5180.33,82.91,345.0,0.679,467.5,72.6
1.23,5160.57,82.81,350.0,0.718,461.65,72.66
1.26,5378.5,83.58,355.0,0.762,492.55,72.63
1.35,4637.44,81.12,360.0,0.546,413.16,72.52
1.43,5308.76,83.35,365.0,0.762,485.61,72.63
1.28,5062.72,82.55,370.0,0.668,447.38,72.59
1.19,4850.14,81.88,375.0,0.61,439.91,72.69
1.74,5128.52,82.74,380.0,0.668,463.43,72.67
1.3,4616.3,81.01,385.0,0.573,403.9,72.51
1.37,5094.6,82.72,390.0,0.683,455.23,72.53
1.52,4417.44,80.56,395.0,0.517,395.76,72.65
1.24,5220.28,83.21,400.0,0.747,476.56,72.55
0.93,4488.45,80.87,405.0,0.533,405.86,72.68
1.11,4728.56,81.62,410.0,0.62,418.95,72.62
1.05,4609.32,81.26,415.0,0.542,420.01,72.6
1.11,5368.98,83.83,420.0,0.783,494.43,72.63
0.95,5134.4,83.05,425.0,0.681,466.38,72.54
0.85,5045.86,82.78,430.0,0.677,451.61,72.59
1.05,5444.74,84.17,435.0,0.832,508.3,72.59
1.14,5290.06,83.63,440.0,0.737,491.18,72.56
0.81,4557.84,81.23,445.0,0.536,414.64,72.54
1.16,4819.82,82.05,450.0,0.603,430.62,72.52
1.08,5065.7,82.91,455.0,0.728,459.06,72.62
1.25,4404.26,80.86,460.0,0.549,393.42,72.59
1.3,5184.15,83.33,465.0,0.736,473.55,72.54
0.64,5183.79,83.45,470.0,0.704,466.37,72.61
0.94,4855.99,82.29,475.0,0.615,443.59,72.63
0.42,4515.34,80.97,480.0,0.572,415.27,72.3
0.79,4259.52,81.42,485.0,0.513,392.71,73.25
1.33,5289.38,83.8,490.0,0.769,489.97,72.61
1.14,4403.46,81.13,495.0,0.515,403.63,72.68
1.07,5409.91,84.32,500.0,0.776,509.92,72.56
1.24,5321.13,83.99,505.0,0.779,493.29,72.63
1.13,5315.68,84.01,510.0,0.797,488.74,72.57
0.87,4885.99,82.56,515.0,0.669,444.07,72.56
1.16,4850.99,82.42,520.0,0.666,435.75,72.6
0.57,5097.37,83.38,525.0,0.738,469.62,72.68
1.25,5018.14,83.02,530.0,0.701,446.23,72.61
1.53,4512.79,81.17,535.0,0.569,410.21,72.43
1.41,5387.03,84.34,540.0,0.826,507.76,72.61
0.88,5066.45,83.3,545.0,0.715,449.13,72.6
1.04,4928.36,80.73,5.0,0.539,441.73,72.65
1.03,5232.27,81.68,10.0,0.593,476.98,72.59
1.32,4741.95,80.18,15.0,0.482,413.24,72.66
1.71,5108.03,81.25,20.0,0.557,445.62,72.57
1.32,5167.84,81.5,25.0,0.576,456.93,72.59
1.0,4093.0,78.94,30.0,0.346,364.57,72.62
1.39,5127.87,81.4,35.0,0.594,458.44,72.63
1.22,5168.78,81.57,40.0,0.597,462.4,72.66
1.44,4840.76,80.56,45.0,0.489,420.83,72.53
1.25,5358.06,82.21,50.0,0.607,490.59,72.53
